ID;Rodada;Data;Hora;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Mandante Estado;Visitante Estado;Estado Vencedor
6908;3;15/08/2020;21:30;Sabado;Palmeiras;Goias;-;allianz parque;1;1;SP;GO;-
6909;3;16/08/2020;11:01;Domingo;Atletico-MG;Ceara;Atletico-MG;mineirao;2;0;MG;CE;MG
6910;3;16/08/2020;16:00;Domingo;Bahia;Bragantino;Bahia;estadio de pituacu;2;1;BA;SP;BA
6911;3;16/08/2020;16:00;Domingo;Vasco;Sao Paulo;Vasco;estadio vasco da gama;2;1;RJ;SP;RJ
6912;3;16/08/2020;18:00;Domingo;Fluminense;Internacional;Fluminense;maracana;2;1;RJ;RS;RJ
6913;3;16/08/2020;19:00;Domingo;Atletico-GO;Sport;-;estadio olimpico pedro ludovico teixeira;1;1;GO;PE;-
6914;3;16/08/2020;19:30;Domingo;Fortaleza;Botafogo-RJ;-;arena castelao;0;0;CE;RJ;-
6915;3;16/08/2020;19:46;Domingo;Santos;Athletico-PR;Santos;estadio urbano caldeira;3;1;SP;PR;SP
6916;4;19/08/2020;19:15;Quarta-feira;Flamengo;Gremio;-;maracana;1;1;RJ;RS;-
6917;4;19/08/2020;19:15;Quarta-feira;Bragantino;Fluminense;Bragantino;nabizao;2;1;SP;RJ;SP
6918;4;19/08/2020;19:31;Quarta-feira;Athletico-PR;Palmeiras;Palmeiras;estadio joaquim americo guimaraes;0;1;PR;SP;SP
6920;4;19/08/2020;20:29;Quarta-feira;Internacional;Atletico-GO;Internacional;estadio jose pinheiro borda;3;0;RS;GO;RS
6919;4;19/08/2020;20:31;Quarta-feira;Goias;Fortaleza;Fortaleza;estadio da serrinha;1;3;GO;CE;CE
6921;4;19/08/2020;21:30;Quarta-feira;Corinthians;Coritiba;Corinthians;neo quimica arena;3;1;SP;PR;SP
6922;4;19/08/2020;21:30;Quarta-feira;Botafogo-RJ;Atletico-MG;Botafogo-RJ;estadio nilton santos;2;1;RJ;MG;RJ
6923;4;20/08/2020;19:15;Quinta-feira;Sport;Santos;Santos;adelmar da costa carvalho;0;1;PE;SP;SP
6924;4;20/08/2020;20:00;Quinta-feira;Ceara;Vasco;Vasco;arena castelao;0;3;CE;RJ;RJ
6925;4;20/08/2020;20:00;Quinta-feira;Sao Paulo;Bahia;-;morumbi;1;1;SP;BA;-
6926;5;22/08/2020;16:00;Sabado;Athletico-PR;Fluminense;Fluminense;estadio joaquim americo guimaraes;0;1;PR;RJ;RJ
6927;5;22/08/2020;18:59;Sabado;Internacional;Atletico-MG;Internacional;estadio jose pinheiro borda;1;0;RS;MG;RS
6928;5;22/08/2020;21:00;Sabado;Goias;Atletico-GO;Goias;estadio da serrinha;2;0;GO;GO;GO
6929;5;23/08/2020;11:03;Domingo;Flamengo;Botafogo-RJ;-;maracana;1;1;RJ;RJ;-
6930;5;23/08/2020;16:00;Domingo;Vasco;Gremio;-;estadio vasco da gama;0;0;RJ;RS;-
6932;5;23/08/2020;16:01;Domingo;Bragantino;Coritiba;Coritiba;nabizao;1;2;SP;PR;PR
6931;5;23/08/2020;16:02;Domingo;Palmeiras;Santos;Palmeiras;morumbi;2;1;SP;SP;SP
6933;5;23/08/2020;18:59;Domingo;Sport;Sao Paulo;Sao Paulo;adelmar da costa carvalho;0;1;PE;SP;SP
6934;5;23/08/2020;20:00;Domingo;Ceara;Bahia;Ceara;arena castelao;2;0;CE;BA;CE
6935;5;26/08/2020;21:30;Quarta-feira;Corinthians;Fortaleza;-;neo quimica arena;1;1;SP;CE;-
6936;11;26/08/2020;19:00;Quarta-feira;Sao Paulo;Athletico-PR;Sao Paulo;morumbi;1;0;SP;PR;SP
6946;6;29/08/2020;17:00;Sabado;Botafogo-RJ;Internacional;Internacional;estadio nilton santos;0;2;RJ;RS;RS
6947;6;29/08/2020;19:00;Sabado;Fluminense;Vasco;Fluminense;maracana;2;1;RJ;RJ;RJ
6948;6;29/08/2020;19:00;Sabado;Bahia;Palmeiras;-;estadio de pituacu;1;1;BA;SP;-
6949;6;29/08/2020;21:00;Sabado;Fortaleza;Bragantino;Fortaleza;arena castelao;3;0;CE;SP;CE
6950;6;30/08/2020;11:00;Domingo;Sao Paulo;Corinthians;Sao Paulo;morumbi;2;1;SP;SP;SP
6952;6;30/08/2020;16:00;Domingo;Santos;Flamengo;Flamengo;estadio urbano caldeira;0;1;SP;RJ;RJ
6951;6;30/08/2020;16:01;Domingo;Coritiba;Sport;Coritiba;couto pereira;1;0;PR;PE;PR
6953;6;30/08/2020;18:01;Domingo;Atletico-GO;Ceara;Ceara;estadio olimpico pedro ludovico teixeira;0;2;GO;CE;CE
6956;7;02/09/2020;19:02;Quarta-feira;Ceara;Fortaleza;Ceara;arena castelao;1;0;CE;CE;CE
6957;7;02/09/2020;19:15;Quarta-feira;Fluminense;Atletico-GO;-;maracana;1;1;RJ;GO;-
6958;7;02/09/2020;19:16;Quarta-feira;Goias;Corinthians;Corinthians;estadio da serrinha;1;2;GO;SP;SP
6959;7;02/09/2020;20:30;Quarta-feira;Botafogo-RJ;Coritiba;-;estadio nilton santos;0;0;RJ;PR;-
6961;7;02/09/2020;20:30;Quarta-feira;Bahia;Flamengo;Flamengo;estadio de pituacu;3;5;BA;RJ;RJ
6960;7;02/09/2020;20:31;Quarta-feira;Athletico-PR;Bragantino;-;estadio joaquim americo guimaraes;1;1;PR;SP;-
6962;7;02/09/2020;21:29;Quarta-feira;Palmeiras;Internacional;-;allianz parque;1;1;SP;RS;-
6963;7;02/09/2020;21:29;Quarta-feira;Santos;Vasco;-;estadio urbano caldeira;2;2;SP;RJ;-
6964;7;03/09/2020;19:01;Quinta-feira;Gremio;Sport;Sport;arena do gremio;1;2;RS;PE;PE
6965;7;03/09/2020;20:00;Quinta-feira;Atletico-MG;Sao Paulo;Atletico-MG;mineirao;3;0;MG;SP;MG
6968;8;05/09/2020;13:00;Sabado;Ceara;Santos;Santos;arena castelao;0;1;CE;SP;SP
6966;8;05/09/2020;16:59;Sabado;Flamengo;Fortaleza;Flamengo;maracana;2;1;RJ;CE;RJ
6967;8;05/09/2020;19:00;Sabado;Corinthians;Botafogo-RJ;-;neo quimica arena;2;2;SP;RJ;-
6969;8;06/09/2020;11:01;Domingo;Bragantino;Palmeiras;Palmeiras;nabizao;1;2;SP;SP;SP
6970;8;06/09/2020;16:00;Domingo;Internacional;Bahia;-;estadio jose pinheiro borda;2;2;RS;BA;-
6971;8;06/09/2020;16:01;Domingo;Sao Paulo;Fluminense;Sao Paulo;morumbi;3;1;SP;RJ;SP
6972;8;06/09/2020;18:00;Domingo;Vasco;Athletico-PR;Vasco;estadio vasco da gama;1;0;RJ;PR;RJ
6973;8;06/09/2020;18:59;Domingo;Atletico-GO;Gremio;-;estadio olimpico pedro ludovico teixeira;1;1;GO;RS;-
6974;8;06/09/2020;20:32;Domingo;Sport;Goias;Sport;adelmar da costa carvalho;2;1;PE;GO;PE
6975;8;06/09/2020;20:32;Domingo;Coritiba;Atletico-MG;Atletico-MG;couto pereira;0;1;PR;MG;MG
6976;9;09/09/2020;17:30;Quarta-feira;Athletico-PR;Botafogo-RJ;-;estadio joaquim americo guimaraes;1;1;PR;RJ;-
6977;9;09/09/2020;18:00;Quarta-feira;Fortaleza;Sport;Fortaleza;arena castelao;1;0;CE;PE;CE
6978;9;09/09/2020;18:03;Quarta-feira;Goias;Coritiba;-;estadio da serrinha;3;3;GO;PR;-
6979;9;09/09/2020;19:15;Quarta-feira;Sao Paulo;Bragantino;-;morumbi;1;1;SP;SP;-
6980;9;09/09/2020;21:30;Quarta-feira;Fluminense;Flamengo;Flamengo;maracana;1;2;RJ;RJ;RJ
6981;9;09/09/2020;21:30;Quarta-feira;Santos;Atletico-MG;Santos;estadio urbano caldeira;3;1;SP;MG;SP
6983;9;10/09/2020;19:14;Quinta-feira;Corinthians;Palmeiras;Palmeiras;neo quimica arena;0;2;SP;SP;SP
6982;9;10/09/2020;19:15;Quinta-feira;Internacional;Ceara;Internacional;estadio jose pinheiro borda;2;0;RS;CE;RS
6984;9;10/09/2020;19:16;Quinta-feira;Bahia;Gremio;Gremio;estadio de pituacu;0;2;BA;RS;RS
6985;9;10/09/2020;21:00;Quinta-feira;Vasco;Atletico-GO;Atletico-GO;estadio vasco da gama;1;2;RJ;GO;GO
6986;10;12/09/2020;16:29;Sabado;Athletico-PR;Coritiba;Athletico-PR;estadio joaquim americo guimaraes;1;0;PR;PR;PR
6987;10;12/09/2020;18:59;Sabado;Santos;Sao Paulo;-;estadio urbano caldeira;2;2;SP;SP;-
6988;10;13/09/2020;16:00;Domingo;Fluminense;Corinthians;Fluminense;maracana;2;1;RJ;SP;RJ
6989;10;13/09/2020;16:00;Domingo;Gremio;Fortaleza;-;arena do gremio;1;1;RS;CE;-
6990;10;13/09/2020;18:00;Domingo;Atletico-MG;Bragantino;Atletico-MG;mineirao;2;1;MG;SP;MG
6991;10;13/09/2020;18:00;Domingo;Bahia;Atletico-GO;Atletico-GO;estadio de pituacu;0;1;BA;GO;GO
6992;10;13/09/2020;18:00;Domingo;Ceara;Flamengo;Ceara;arena castelao;2;0;CE;RJ;CE
6993;10;13/09/2020;18:01;Domingo;Goias;Internacional;Goias;estadio da serrinha;1;0;GO;RS;GO
6994;10;13/09/2020;19:46;Domingo;Palmeiras;Sport;-;allianz parque;2;2;SP;PE;-
6995;10;13/09/2020;20:29;Domingo;Botafogo-RJ;Vasco;Vasco;estadio nilton santos;2;3;RJ;RJ;RJ
6937;11;16/09/2020;21:32;Quarta-feira;Corinthians;Bahia;Corinthians;neo quimica arena;3;2;SP;BA;SP
6938;11;19/09/2020;19:01;Sabado;Fortaleza;Internacional;Fortaleza;arena castelao;1;0;CE;RS;CE
6939;11;19/09/2020;19:01;Sabado;Bragantino;Ceara;Bragantino;nabizao;4;2;SP;CE;SP
6940;11;19/09/2020;21:00;Sabado;Atletico-GO;Atletico-MG;Atletico-MG;estadio olimpico pedro ludovico teixeira;3;4;GO;MG;MG
6941;11;20/09/2020;16:00;Domingo;Gremio;Palmeiras;-;arena do gremio;1;1;RS;SP;-
6942;11;20/09/2020;16:00;Domingo;Coritiba;Vasco;Coritiba;couto pereira;1;0;PR;RJ;PR
6943;11;20/09/2020;18:15;Domingo;Botafogo-RJ;Santos;-;estadio nilton santos;0;0;RJ;SP;-
6944;11;20/09/2020;20:29;Domingo;Sport;Fluminense;Sport;adelmar da costa carvalho;1;0;PE;RJ;PE
6996;12;23/09/2020;21:30;Quarta-feira;Sport;Corinthians;Sport;adelmar da costa carvalho;1;0;PE;SP;PE
6997;12;26/09/2020;18:59;Sabado;Athletico-PR;Bahia;Athletico-PR;estadio joaquim americo guimaraes;1;0;PR;BA;PR
6998;12;26/09/2020;19:00;Sabado;Internacional;Sao Paulo;-;estadio jose pinheiro borda;1;1;RS;SP;-
6999;12;26/09/2020;21:00;Sabado;Atletico-MG;Gremio;Atletico-MG;mineirao;3;1;MG;RS;MG
7000;12;27/09/2020;11:01;Domingo;Vasco;Bragantino;-;estadio vasco da gama;1;1;RJ;SP;-
7001;12;27/09/2020;16:22;Domingo;Palmeiras;Flamengo;-;allianz parque;1;1;SP;RJ;-
7003;12;27/09/2020;18:14;Domingo;Atletico-GO;Botafogo-RJ;-;estadio olimpico pedro ludovico teixeira;1;1;GO;RJ;-
7002;12;27/09/2020;18:18;Domingo;Ceara;Goias;-;arena castelao;2;2;CE;GO;-
7004;12;27/09/2020;20:30;Domingo;Santos;Fortaleza;-;estadio urbano caldeira;1;1;SP;CE;-
7005;12;28/09/2020;20:00;Segunda-feira;Fluminense;Coritiba;Fluminense;estadio nilton santos;4;0;RJ;PR;RJ
6892;1;30/09/2020;21:30;Quarta-feira;Corinthians;Atletico-GO;-;neo quimica arena;0;0;SP;GO;-
6893;1;30/09/2020;21:30;Quarta-feira;Botafogo-RJ;Bahia;Bahia;estadio nilton santos;1;2;RJ;BA;BA
7006;13;03/10/2020;17:00;Sabado;Gremio;Internacional;-;arena do gremio;1;1;RS;RS;-
7007;13;03/10/2020;19:00;Sabado;Palmeiras;Ceara;Palmeiras;allianz parque;2;1;SP;CE;SP
7008;13;03/10/2020;21:01;Sabado;Bragantino;Corinthians;-;nabizao;0;0;SP;SP;-
7015;13;04/10/2020;09:02;Domingo;Atletico-MG;Vasco;Atletico-MG;mineirao;4;1;MG;RJ;MG
7009;13;04/10/2020;11:00;Domingo;Botafogo-RJ;Fluminense;-;estadio nilton santos;1;1;RJ;RJ;-
7010;13;04/10/2020;16:00;Domingo;Coritiba;Sao Paulo;-;couto pereira;1;1;PR;SP;-
7011;13;04/10/2020;16:00;Domingo;Flamengo;Athletico-PR;Flamengo;maracana;3;1;RJ;PR;RJ
7013;13;04/10/2020;18:14;Domingo;Goias;Santos;Santos;estadio da serrinha;2;3;GO;SP;SP
7014;13;04/10/2020;18:15;Domingo;Bahia;Sport;Sport;estadio de pituacu;1;2;BA;PE;PE
7012;13;04/10/2020;18:16;Domingo;Fortaleza;Atletico-GO;-;arena castelao;0;0;CE;GO;-
7016;14;07/10/2020;18:59;Quarta-feira;Corinthians;Santos;-;neo quimica arena;1;1;SP;SP;-
7018;14;07/10/2020;19:14;Quarta-feira;Bahia;Vasco;Bahia;estadio de pituacu;3;0;BA;RJ;BA
7017;14;07/10/2020;19:15;Quarta-feira;Flamengo;Sport;Flamengo;maracana;3;0;RJ;PE;RJ
7019;14;07/10/2020;19:15;Quarta-feira;Gremio;Coritiba;Gremio;arena do gremio;2;1;RS;PR;RS
7020;14;07/10/2020;20:31;Quarta-feira;Sao Paulo;Atletico-GO;Sao Paulo;morumbi;3;0;SP;GO;SP
7021;14;07/10/2020;20:31;Quarta-feira;Goias;Fluminense;Fluminense;estadio da serrinha;2;4;GO;RJ;RJ
7022;14;07/10/2020;21:30;Quarta-feira;Botafogo-RJ;Palmeiras;Botafogo-RJ;estadio nilton santos;2;1;RJ;SP;RJ
7023;14;07/10/2020;21:30;Quarta-feira;Fortaleza;Atletico-MG;Fortaleza;arena castelao;2;1;CE;MG;CE
7024;14;08/10/2020;19:01;Quinta-feira;Athletico-PR;Ceara;-;estadio joaquim americo guimaraes;0;0;PR;CE;-
7025;14;08/10/2020;21:00;Quinta-feira;Bragantino;Internacional;Internacional;nabizao;0;2;SP;RS;RS
7026;15;10/10/2020;17:00;Sabado;Vasco;Flamengo;Flamengo;estadio vasco da gama;1;2;RJ;RJ;RJ
7027;15;10/10/2020;18:59;Sabado;Coritiba;Fortaleza;-;couto pereira;0;0;PR;CE;-
7028;15;10/10/2020;19:00;Sabado;Palmeiras;Sao Paulo;Sao Paulo;allianz parque;0;2;SP;SP;SP
7029;15;10/10/2020;21:00;Sabado;Atletico-MG;Goias;Atletico-MG;mineirao;3;0;MG;GO;MG
7030;15;11/10/2020;16:00;Domingo;Fluminense;Bahia;Fluminense;maracana;1;0;RJ;BA;RJ
7031;15;11/10/2020;16:00;Domingo;Santos;Gremio;Santos;estadio urbano caldeira;2;1;SP;RS;SP
7033;15;11/10/2020;18:14;Domingo;Atletico-GO;Bragantino;Atletico-GO;estadio olimpico pedro ludovico teixeira;2;1;GO;SP;GO
7032;15;11/10/2020;18:16;Domingo;Sport;Botafogo-RJ;Botafogo-RJ;adelmar da costa carvalho;1;2;PE;RJ;RJ
7034;15;11/10/2020;20:29;Domingo;Ceara;Corinthians;Ceara;arena castelao;2;1;CE;SP;CE
7035;15;11/10/2020;20:30;Domingo;Internacional;Athletico-PR;Internacional;estadio jose pinheiro borda;2;1;RS;PR;RS
6945;11;13/10/2020;17:59;Terça-feira;Flamengo;Goias;Flamengo;maracana;2;1;RJ;GO;RJ
7036;16;14/10/2020;18:01;Quarta-feira;Palmeiras;Coritiba;Coritiba;allianz parque;1;3;SP;PR;PR
7037;16;14/10/2020;19:15;Quarta-feira;Gremio;Botafogo-RJ;Gremio;arena do gremio;3;1;RS;RJ;RS
7038;16;14/10/2020;20:30;Quarta-feira;Santos;Atletico-GO;Atletico-GO;estadio urbano caldeira;0;1;SP;GO;GO
7039;16;14/10/2020;21:30;Quarta-feira;Athletico-PR;Corinthians;Corinthians;estadio joaquim americo guimaraes;0;1;PR;SP;SP
7040;16;14/10/2020;21:30;Quarta-feira;Atletico-MG;Fluminense;-;mineirao;1;1;MG;RJ;-
7041;16;14/10/2020;21:30;Quarta-feira;Sport;Internacional;Internacional;adelmar da costa carvalho;3;5;PE;RS;RS
7042;16;15/10/2020;20:00;Quinta-feira;Flamengo;Bragantino;-;maracana;1;1;RJ;SP;-
7043;16;16/10/2020;20:00;Sexta-feira;Goias;Bahia;-;estadio da serrinha;1;1;GO;BA;-
7046;17;17/10/2020;19:00;Sabado;Atletico-GO;Athletico-PR;-;estadio olimpico pedro ludovico teixeira;1;1;GO;PR;-
7047;17;17/10/2020;19:00;Sabado;Coritiba;Santos;Santos;couto pereira;1;2;PR;SP;SP
7048;17;17/10/2020;19:00;Sabado;Fluminense;Ceara;-;maracana;2;2;RJ;CE;-
7049;17;17/10/2020;21:00;Sabado;Sao Paulo;Gremio;-;morumbi;0;0;SP;RS;-
7050;17;18/10/2020;16:01;Domingo;Corinthians;Flamengo;Flamengo;neo quimica arena;1;5;SP;RJ;RJ
7051;17;18/10/2020;18:15;Domingo;Internacional;Vasco;Internacional;estadio jose pinheiro borda;2;0;RS;RJ;RS
7053;17;18/10/2020;20:29;Domingo;Fortaleza;Palmeiras;Fortaleza;arena castelao;2;0;CE;SP;CE
7052;17;18/10/2020;20:31;Domingo;Bragantino;Sport;Bragantino;nabizao;2;0;SP;PE;SP
7054;17;19/10/2020;20:00;Segunda-feira;Bahia;Atletico-MG;Bahia;estadio de pituacu;3;1;BA;MG;BA
7055;17;19/10/2020;20:00;Segunda-feira;Botafogo-RJ;Goias;-;estadio nilton santos;0;0;RJ;GO;-
7056;18;21/10/2020;21:30;Quarta-feira;Vasco;Corinthians;Corinthians;estadio vasco da gama;1;2;RJ;SP;SP
7059;18;24/10/2020;16:00;Sabado;Atletico-MG;Sport;-;mineirao;0;0;MG;PE;-
7057;18;24/10/2020;17:01;Sabado;Bragantino;Goias;Bragantino;nabizao;2;0;SP;GO;SP
7058;18;24/10/2020;19:00;Sabado;Ceara;Coritiba;Ceara;arena castelao;2;1;CE;PR;CE
7060;18;25/10/2020;16:00;Domingo;Atletico-GO;Palmeiras;Palmeiras;estadio olimpico pedro ludovico teixeira;0;3;GO;SP;SP
7061;18;25/10/2020;16:00;Domingo;Fluminense;Santos;Fluminense;maracana;3;1;RJ;SP;RJ
7062;18;25/10/2020;18:15;Domingo;Athletico-PR;Gremio;Gremio;estadio joaquim americo guimaraes;1;2;PR;RS;RS
7063;18;25/10/2020;18:15;Domingo;Internacional;Flamengo;-;estadio jose pinheiro borda;2;2;RS;RJ;-
7066;19;31/10/2020;16:59;Sabado;Botafogo-RJ;Ceara;-;estadio nilton santos;2;2;RJ;CE;-
7067;19;31/10/2020;19:00;Sabado;Coritiba;Atletico-GO;Coritiba;couto pereira;1;0;PR;GO;PR
7068;19;31/10/2020;19:00;Sabado;Corinthians;Internacional;Corinthians;neo quimica arena;1;0;SP;RS;SP
7069;19;31/10/2020;20:59;Sabado;Fortaleza;Fluminense;Fluminense;arena castelao;0;1;CE;RJ;RJ
7070;19;01/11/2020;16:00;Domingo;Flamengo;Sao Paulo;Sao Paulo;maracana;1;4;RJ;SP;SP
7071;19;01/11/2020;16:01;Domingo;Sport;Athletico-PR;Sport;adelmar da costa carvalho;1;0;PE;PR;PE
7072;19;01/11/2020;18:14;Domingo;Santos;Bahia;Santos;estadio urbano caldeira;3;1;SP;BA;SP
7073;19;01/11/2020;20:31;Domingo;Goias;Vasco;-;estadio da serrinha;1;1;GO;RJ;-
7074;19;02/11/2020;17:00;Segunda-feira;Palmeiras;Atletico-MG;Palmeiras;allianz parque;3;0;SP;MG;SP
7075;19;02/11/2020;20:00;Segunda-feira;Gremio;Bragantino;Gremio;arena do gremio;2;1;RS;SP;RS
7076;20;07/11/2020;18:00;Sabado;Athletico-PR;Fortaleza;Athletico-PR;estadio joaquim americo guimaraes;2;1;PR;CE;PR
7077;20;07/11/2020;19:01;Sabado;Sao Paulo;Goias;Sao Paulo;morumbi;2;1;SP;GO;SP
7078;20;07/11/2020;21:00;Sabado;Atletico-GO;Corinthians;-;estadio olimpico pedro ludovico teixeira;1;1;GO;SP;-
7080;20;08/11/2020;16:00;Domingo;Internacional;Coritiba;-;estadio jose pinheiro borda;2;2;RS;PR;-
7079;20;08/11/2020;16:01;Domingo;Vasco;Palmeiras;Palmeiras;estadio vasco da gama;0;1;RJ;SP;SP
7082;20;08/11/2020;18:15;Domingo;Atletico-MG;Flamengo;Atletico-MG;mineirao;4;0;MG;RJ;MG
7083;20;08/11/2020;18:15;Domingo;Bahia;Botafogo-RJ;Bahia;itaipava arena fonte nova;1;0;BA;RJ;BA
7081;20;08/11/2020;18:16;Domingo;Bragantino;Santos;-;nabizao;1;1;SP;SP;-
7084;20;08/11/2020;20:30;Domingo;Fluminense;Gremio;Gremio;maracana;0;1;RJ;RS;RS
7085;20;08/11/2020;20:30;Domingo;Ceara;Sport;-;arena castelao;0;0;CE;PE;-
7064;18;11/11/2020;18:45;Quarta-feira;Bahia;Fortaleza;Bahia;itaipava arena fonte nova;2;1;BA;CE;BA
7086;21;14/11/2020;16:30;Sabado;Sport;Vasco;Vasco;adelmar da costa carvalho;0;2;PE;RJ;RJ
7087;21;14/11/2020;16:30;Sabado;Santos;Internacional;Santos;estadio urbano caldeira;2;0;SP;RS;SP
7088;21;14/11/2020;16:59;Sabado;Goias;Athletico-PR;Athletico-PR;estadio da serrinha;0;1;GO;PR;PR
7090;21;14/11/2020;18:59;Sabado;Fortaleza;Sao Paulo;Sao Paulo;arena castelao;2;3;CE;SP;SP
7091;21;14/11/2020;19:00;Sabado;Gremio;Ceara;Gremio;arena do gremio;4;2;RS;CE;RS
7089;21;14/11/2020;19:01;Sabado;Corinthians;Atletico-MG;Atletico-MG;neo quimica arena;1;2;SP;MG;MG
7092;21;14/11/2020;21:30;Sabado;Palmeiras;Fluminense;Palmeiras;allianz parque;2;0;SP;RJ;SP
7093;21;14/11/2020;21:30;Sabado;Flamengo;Atletico-GO;-;maracana;1;1;RJ;GO;-
7094;21;16/11/2020;18:00;Segunda-feira;Coritiba;Bahia;Bahia;couto pereira;1;2;PR;BA;BA
7095;21;16/11/2020;20:00;Segunda-feira;Botafogo-RJ;Bragantino;Bragantino;estadio nilton santos;1;2;RJ;SP;SP
6954;6;18/11/2020;19:00;Quarta-feira;Atletico-MG;Athletico-PR;Athletico-PR;mineirao;0;2;MG;PR;PR
7044;16;19/11/2020;19:00;Quinta-feira;Vasco;Fortaleza;-;estadio vasco da gama;0;0;RJ;CE;-
7096;22;20/11/2020;20:01;Sexta-feira;Bragantino;Bahia;Bragantino;nabizao;4;0;SP;BA;SP
7097;22;21/11/2020;19:00;Sabado;Athletico-PR;Santos;Athletico-PR;estadio joaquim americo guimaraes;1;0;PR;SP;PR
7098;22;21/11/2020;19:00;Sabado;Flamengo;Coritiba;Flamengo;maracana;3;1;RJ;PR;RJ
7099;22;21/11/2020;21:01;Sabado;Goias;Palmeiras;Goias;estadio da serrinha;1;0;GO;SP;GO
7101;22;22/11/2020;16:00;Domingo;Ceara;Atletico-MG;-;arena castelao;2;2;CE;MG;-
7100;22;22/11/2020;16:03;Domingo;Sao Paulo;Vasco;-;morumbi;1;1;SP;RJ;-
7102;22;22/11/2020;18:15;Domingo;Internacional;Fluminense;Fluminense;estadio jose pinheiro borda;1;2;RS;RJ;RJ
7103;22;22/11/2020;18:15;Domingo;Botafogo-RJ;Fortaleza;Fortaleza;estadio nilton santos;1;2;RJ;CE;CE
7104;22;22/11/2020;20:30;Domingo;Corinthians;Gremio;-;neo quimica arena;0;0;SP;RS;-
7105;22;23/11/2020;20:01;Segunda-feira;Sport;Atletico-GO;Atletico-GO;adelmar da costa carvalho;0;1;PE;GO;GO
7045;16;25/11/2020;19:15;Quarta-feira;Ceara;Sao Paulo;-;arena castelao;1;1;CE;SP;-
7106;23;25/11/2020;21:30;Quarta-feira;Atletico-MG;Botafogo-RJ;Atletico-MG;mineirao;2;1;MG;RJ;MG
7107;23;25/11/2020;21:31;Quarta-feira;Coritiba;Corinthians;Corinthians;couto pereira;0;1;PR;SP;SP
7108;23;26/11/2020;19:59;Quinta-feira;Fortaleza;Goias;-;arena castelao;1;1;CE;GO;-
7110;23;28/11/2020;16:59;Sabado;Santos;Sport;Santos;estadio urbano caldeira;4;2;SP;PE;SP
7109;23;28/11/2020;17:00;Sabado;Palmeiras;Athletico-PR;Palmeiras;allianz parque;3;0;SP;PR;SP
7111;23;28/11/2020;18:59;Sabado;Bahia;Sao Paulo;Sao Paulo;itaipava arena fonte nova;1;3;BA;SP;SP
7112;23;28/11/2020;21:00;Sabado;Atletico-GO;Internacional;-;estadio antonio accioly;0;0;GO;RS;-
6955;6;30/11/2020;18:00;Segunda-feira;Gremio;Goias;Gremio;arena do gremio;2;1;RS;GO;RS
7113;23;30/11/2020;18:00;Segunda-feira;Vasco;Ceara;Ceara;estadio vasco da gama;1;4;RJ;CE;CE
7114;23;30/11/2020;20:00;Segunda-feira;Fluminense;Bragantino;-;maracana;0;0;RJ;SP;-
7116;24;02/12/2020;21:30;Quarta-feira;Fortaleza;Corinthians;-;arena castelao;0;0;CE;SP;-
6894;1;03/12/2020;19:00;Quinta-feira;Goias;Sao Paulo;Sao Paulo;estadio da serrinha;0;3;GO;SP;SP
7118;24;05/12/2020;16:59;Sabado;Botafogo-RJ;Flamengo;Flamengo;estadio nilton santos;0;1;RJ;RJ;RJ
7117;24;05/12/2020;17:01;Sabado;Santos;Palmeiras;-;estadio urbano caldeira;2;2;SP;SP;-
7119;24;05/12/2020;19:00;Sabado;Fluminense;Athletico-PR;Fluminense;maracana;3;1;RJ;PR;RJ
7120;24;05/12/2020;19:00;Sabado;Bahia;Ceara;Ceara;itaipava arena fonte nova;0;2;BA;CE;CE
7121;24;05/12/2020;21:01;Sabado;Coritiba;Bragantino;-;couto pereira;0;0;PR;SP;-
7122;24;06/12/2020;16:01;Domingo;Sao Paulo;Sport;Sao Paulo;morumbi;1;0;SP;PE;SP
7123;24;06/12/2020;16:01;Domingo;Gremio;Vasco;Gremio;arena do gremio;4;0;RS;RJ;RS
7124;24;06/12/2020;18:15;Domingo;Atletico-MG;Internacional;-;mineirao;2;2;MG;RS;-
7125;24;07/12/2020;20:00;Segunda-feira;Atletico-GO;Goias;Goias;estadio antonio accioly;0;1;GO;GO;GO
7065;18;09/12/2020;21:30;Quarta-feira;Sao Paulo;Botafogo-RJ;Sao Paulo;morumbi;4;0;SP;RJ;SP
7126;25;12/12/2020;17:00;Sabado;Athletico-PR;Atletico-MG;Atletico-MG;estadio joaquim americo guimaraes;0;1;PR;MG;MG
7127;25;12/12/2020;17:01;Sabado;Bragantino;Fortaleza;Bragantino;nabizao;2;1;SP;CE;SP
7128;25;12/12/2020;19:00;Sabado;Internacional;Botafogo-RJ;Internacional;estadio jose pinheiro borda;2;1;RS;RJ;RS
7129;25;12/12/2020;19:00;Sabado;Palmeiras;Bahia;Palmeiras;allianz parque;3;0;SP;BA;SP
7130;25;12/12/2020;21:00;Sabado;Goias;Gremio;-;estadio da serrinha;0;0;GO;RS;-
7131;25;12/12/2020;21:01;Sabado;Ceara;Atletico-GO;Atletico-GO;arena castelao;1;2;CE;GO;GO
7132;25;13/12/2020;16:00;Domingo;Flamengo;Santos;Flamengo;maracana;4;1;RJ;SP;RJ
7133;25;13/12/2020;18:15;Domingo;Corinthians;Sao Paulo;Corinthians;neo quimica arena;1;0;SP;SP;SP
